path	translation	split
common_voice_ja_19682143.mp3	That picture was taken last month.	test
common_voice_ja_19682145.mp3	She takes after her father.	test
common_voice_ja_19682147.mp3	My younger sister is already in bed.	test
common_voice_ja_19682149.mp3	As we also need to do some preparation at our end, I would be grateful for a swift response.	test
common_voice_ja_19682151.mp3	She became engrossed in the book.	test
common_voice_ja_19682189.mp3	Their elegant profile appeared lonely.	test
common_voice_ja_19682191.mp3	They passed out with anemia.	test
common_voice_ja_19682192.mp3	Being too busy at work is one thing but having too much time on your hands has its problems too, no?	test
common_voice_ja_19682194.mp3	Do not open the window over there, it’s dangerous!	test
common_voice_ja_19682195.mp3	Carelessness can cause serious accidents.	test
common_voice_ja_19682234.mp3	Also, in a poll in The Independent, readers voted for the best Premier League goalkeeper.	test
common_voice_ja_19682236.mp3	Dad is used to going jogging at night.	test
common_voice_ja_19682239.mp3	Dad is good at making the food while mom is good at eating it.	test
common_voice_ja_19682241.mp3	They went to the country.	test
common_voice_ja_19682244.mp3	Dad suggested I turn over a new leaf.	test
common_voice_ja_19682263.mp3	Do it quickly but carefully.	test
common_voice_ja_19682264.mp3	The strange thing is that he really did pass the exam in the end.	test
common_voice_ja_19682265.mp3	If you study, you should gradually see your Japanese improving.	test
common_voice_ja_19682267.mp3	This bag was expensive.	test
common_voice_ja_19682269.mp3	As today is my wife’s birthday I’m planning to head home early.	test
common_voice_ja_19682305.mp3	She didn’t know how to answer	test
common_voice_ja_19682306.mp3	As a result of this, if it rains, large amounts of top soil, red soil, chemical fertilizer, and agricultural chemicals will be washed into the sea.	test
common_voice_ja_19682307.mp3	Here is the second floor.	test
common_voice_ja_19682308.mp3	She began talking to me, smiling all the while.	test
common_voice_ja_19682309.mp3	Don't get mad!	test
common_voice_ja_19682322.mp3	My mother, who I was used to seeing in her baggy work pants covered in mud, came wearing a light blue dress and light makeup.	test
common_voice_ja_19682323.mp3	I heard she was sick.	test
common_voice_ja_19682325.mp3	It is zero degrees here, so it is really cold.	test
common_voice_ja_19682327.mp3	It was the first time my father and I had been to that gallery.	test
common_voice_ja_19682329.mp3	My father plans to go abroad next week.	test
common_voice_ja_19682675.mp3	The silence was broken with a scream.	test
common_voice_ja_19682677.mp3	Matsui can play the guitar.	test
common_voice_ja_19682678.mp3	Let’s go Dutch.	test
common_voice_ja_19682680.mp3	I went to the department store, headed straight to the top floor, and the first thing I did was go into the okonomiyaki restaurant.	test
common_voice_ja_19682681.mp3	She gave into temptation and bought the jewel.	test
common_voice_ja_19682728.mp3	The soldier’s provisions were starting to run low.	test
common_voice_ja_19682729.mp3	There is an onslaught of food products that looks like they were produced in this country but were actually produced overseas.	test
common_voice_ja_19682730.mp3	There was no harm or damage to the building or staff and business is continuing as usual.	test
common_voice_ja_19682731.mp3	I’m going to make the table myself.	test
common_voice_ja_19682732.mp3	I have a head cold.	test
common_voice_ja_19682760.mp3	She puffed out her cheeks.	test
common_voice_ja_19682761.mp3	She was in a pitiful state.	test
common_voice_ja_19682763.mp3	She has a habit of clearing her throat before she starts to speak.	test
common_voice_ja_19682764.mp3	That person in the glasses is Matsui.	test
common_voice_ja_19682765.mp3	I wasn’t that tired.	test
common_voice_ja_19682774.mp3	It is quick and convenient to fly.	test
common_voice_ja_19682775.mp3	It is cool in autumn.	test
common_voice_ja_19682776.mp3	She is in bed with a cold.	test
common_voice_ja_19682778.mp3	You can see that the original poster has a lot of love for her parents.	test
common_voice_ja_19682780.mp3	Contact lenses provided better results for significant astigmatism.	test
common_voice_ja_19682814.mp3	I’ll borrow money from the bank	test
common_voice_ja_19682817.mp3	The telephone rang just as my father was about to leave.	test
common_voice_ja_19682819.mp3	All I got from my school was a sense of fear that will stay with me for life and a general distrust of people.	test
common_voice_ja_19682821.mp3	After his father died, John started frequenting bars.	test
common_voice_ja_19682822.mp3	Are you sick? You look pale!	test
common_voice_ja_19682843.mp3	It is said that if you continue for six months to a year, you may be able to request to transfer to another hospital.	test
common_voice_ja_19682844.mp3	Come on everybody! See it right through to the end.	test
common_voice_ja_19682846.mp3	I’ve forgotten that person’s name.	test
common_voice_ja_19682848.mp3	Father talked about his experiences in the war.	test
common_voice_ja_19682850.mp3	A perfect plan leaves no room for maneuver.	test
common_voice_ja_19682865.mp3	Dad isn’t home right now.	test
common_voice_ja_19682867.mp3	I heard a rumor that he’s the one of the best men in the village.	test
common_voice_ja_19682869.mp3	Listen, everyone! There will be a kanji test next week.	test
common_voice_ja_19682871.mp3	Dad is so busy; he doesn’t even have time to go for a walk.	test
common_voice_ja_19682874.mp3	She is not great at writing to people.	test
common_voice_ja_19682893.mp3	This town is beautiful and quiet.	test
common_voice_ja_19682894.mp3	Dad sometimes goes to Australia for work.	test
common_voice_ja_19682895.mp3	Unfortunately, the guide went the wrong way.	test
common_voice_ja_19682896.mp3	She is as charming as her older sister.	test
common_voice_ja_19682897.mp3	This sentence uses the present continuous form.	test
common_voice_ja_19682922.mp3	There are neither shirts nor pants and of course, there are no old newspapers or magazines.	test
common_voice_ja_19682923.mp3	They were watching TV.	test
common_voice_ja_19682927.mp3	War is the opposite of peace.	test
common_voice_ja_19682928.mp3	I had also skipped work to watch the Super Bowl before.	test
common_voice_ja_19682929.mp3	It gets cold at night so take a coat when you go out.	test
common_voice_ja_19682955.mp3	The illness had left her a shadow of her former self.	test
common_voice_ja_19682957.mp3	He often read mystery novels in his spare time.	test
common_voice_ja_19682961.mp3	I usually wear size eight shoes.	test
common_voice_ja_19682962.mp3	I have to do the laundry tomorrow morning.	test
common_voice_ja_19682963.mp3	Tanaka is pretty energetic.	test
common_voice_ja_19682977.mp3	Unfortunately, he broke his leg in the accident.	test
common_voice_ja_19682981.mp3	Please don’t worry about instances where the translation is too liberal or there are minor mistranslations.	test
common_voice_ja_19682988.mp3	She was born into a noble family.	test
common_voice_ja_19682989.mp3	When there is a character monologue, it is depicted as if they are looking down from above.	test
common_voice_ja_19682990.mp3	What is the make and color of the president’s car?	test
common_voice_ja_19682992.mp3	She took the day off work without permission.	test
common_voice_ja_19682994.mp3	She freshened up before dinner.	test
common_voice_ja_19682996.mp3	That teacher is a highly prominent individual.	test
common_voice_ja_19682998.mp3	I look at the dictionary to study Japanese.	test
common_voice_ja_19683001.mp3	I couldn’t deny that there was an injustice.	test
common_voice_ja_19683011.mp3	We suffered a surprise attack.	test
common_voice_ja_19683012.mp3	We need the world to unite and tackle the climate change problem.	test
common_voice_ja_19683015.mp3	Unfortunately, very few passengers survived that terrible accident.	test
common_voice_ja_19683017.mp3	That person over there is Kobayashi.	test
common_voice_ja_19683019.mp3	What about dying patient’s family?	test
common_voice_ja_19683044.mp3	My father’s lawyer drew him up a will.	test
common_voice_ja_19683045.mp3	I’ll make sure I have my luggage before leaving the house.	test
common_voice_ja_19683048.mp3	Cars are expensive but useful.	test
common_voice_ja_19683052.mp3	I want to do my best for the taxpayers.	test
common_voice_ja_19683053.mp3	I was almost tricked out of a lot of money by a fast-talking salesman.	test
common_voice_ja_19683086.mp3	She never fails to practice the piano.	test
common_voice_ja_19683089.mp3	The ice is melting.	test
common_voice_ja_19683091.mp3	A thick cloud of tobacco smoke hung in the room, slowly drifting	test
common_voice_ja_19683094.mp3	My father resigned in order to get a better position.	test
common_voice_ja_19683096.mp3	If there was any wine left in the bottle it was next to nothing.	test
common_voice_ja_20097369.mp3	She gave him a fleeting glance.	dev
common_voice_ja_20097370.mp3	The sky is vast.	dev
common_voice_ja_20097371.mp3	Make sure you call at two o’clock.	dev
common_voice_ja_20097372.mp3	It was raining this morning, but it is fine now.	dev
common_voice_ja_20097373.mp3	Kimura lent me a book.	dev
common_voice_ja_20097379.mp3	Make sure the window is shut.	dev
common_voice_ja_20097380.mp3	We thank you for the regular patronage of this store.	dev
common_voice_ja_20097381.mp3	That teacher’s class is interesting.	dev
common_voice_ja_20097382.mp3	She calls me Kenji.	dev
common_voice_ja_20097383.mp3	Dad won’t let me go and see a film by myself.	dev
common_voice_ja_20097399.mp3	The room was dark, but I found the book easily.	dev
common_voice_ja_20097400.mp3	Yesterday, I gave Kimura a map of this town.	dev
common_voice_ja_20097401.mp3	A drama will always be just that. It is fiction not reality.	dev
common_voice_ja_20097402.mp3	Matsui lent me a pen.	dev
common_voice_ja_20097403.mp3	I'll put some film in the camera.	dev
common_voice_ja_20097404.mp3	I couldn't go out because I was ill.	dev
common_voice_ja_20097405.mp3	She takes criticism to heart.	dev
common_voice_ja_20097406.mp3	Half of her husband’s money is earned by her.	dev
common_voice_ja_20097407.mp3	There wasn’t one person who had heard about it.	dev
common_voice_ja_20097408.mp3	The energy in the room was charged with a sense of urgency.	dev
common_voice_ja_20097422.mp3	The guide told me about the town.	dev
common_voice_ja_20097424.mp3	He was fired for malpractice.	dev
common_voice_ja_20097426.mp3	She looked like she was trying to hold back tears.	dev
common_voice_ja_20097427.mp3	When arriving at a hotel or ryokan I ask about the emergency exits.	dev
common_voice_ja_20097428.mp3	This dictionary is very light so it’s handy.	dev
common_voice_ja_20097439.mp3	Dad put his hand on my shoulder.	dev
common_voice_ja_20097440.mp3	Dad made a hedge around the garden.	dev
common_voice_ja_20097441.mp3	Issues with copyright are a major drawback institutionally.	dev
common_voice_ja_20097442.mp3	I had to line up for an hour to see the movie yesterday.	dev
common_voice_ja_20097443.mp3	I think I’ve caught a cold. I have a slight fever.	dev
common_voice_ja_20184212.mp3	Yesterday’s test was really difficult.	dev
common_voice_ja_20184213.mp3	Half of the property, which is in the name of the wife, will not be publicly disclosed.	dev
common_voice_ja_20184214.mp3	Every morning, I have a glass of cold milk.	dev
common_voice_ja_20184215.mp3	The ugliness of the ego, that lurks in the depths of humans, will be exposed without reservation.	dev
common_voice_ja_20184216.mp3	The opposing team looks pretty good and above all, the atmosphere in the baseball stadium is amazing.	dev
common_voice_ja_20184217.mp3	Our house is opposite that river.	dev
common_voice_ja_20184218.mp3	She was seen leaving her place on foot.	dev
common_voice_ja_20184219.mp3	The sick child sat up on the bed.	dev
common_voice_ja_20184220.mp3	Misfortunes never come singly.	dev
common_voice_ja_20184221.mp3	Next time, I'd like to try and go in the pufferfish season.	dev
common_voice_ja_20184222.mp3	She used a lot of milk in the dish.	dev
common_voice_ja_20184223.mp3	The moment the wind blew in the candle went out.	dev
common_voice_ja_20184224.mp3	When I lost my husband, even though I worked hard to stay strong and healthy, it was incredibly difficult.	dev
common_voice_ja_20184225.mp3	The kanji ‘四’ (four) is read ‘yon’.	dev
common_voice_ja_20184226.mp3	There is a map of the town stuck in the police box.	dev
common_voice_ja_20184227.mp3	Kneeling on the wooden floor, I confessed to being an impure being.	dev
common_voice_ja_20184228.mp3	I can’t get rid of this cold.	dev
common_voice_ja_20184229.mp3	Now that you say, it I remember him. He was a brave, handsome man. I wonder what he is doing now.	dev
common_voice_ja_20184230.mp3	The enshrined deity is the saint Swaminarayan of the Vaishnava tradition.	dev
common_voice_ja_20184231.mp3	Stay down! If you don’t we’ll be attacked.	dev
common_voice_ja_20184232.mp3	My father often tells me to keep things clean.	dev
common_voice_ja_20184233.mp3	Many were injured, but almost no-one was unaccounted for.	dev
common_voice_ja_20184234.mp3	Whatever you asked her she was able to answer.	dev
common_voice_ja_20184236.mp3	Father took his seat at the head of the table.	dev
common_voice_ja_20184242.mp3	She went to Italy to research literature.	dev
common_voice_ja_20184243.mp3	I am going to the library to do my homework this evening.	dev
common_voice_ja_20184244.mp3	People with illnesses tend to become pessimistic.	dev
common_voice_ja_20184245.mp3	Look at the picture on the wall!	dev
common_voice_ja_20184267.mp3	People are free to come and go as they please.	dev
common_voice_ja_20184268.mp3	Dad hates the summer heat.	dev
common_voice_ja_20184269.mp3	She went out after she had finished tidying the room.	dev
common_voice_ja_20184270.mp3	Mount Fuji is about four times the height of Mount Rokko.	dev
common_voice_ja_20184271.mp3	I thought it was uncouth to suddenly challenge the person directly.	dev
common_voice_ja_20184277.mp3	Please knock on the door before entering.	dev
common_voice_ja_20184278.mp3	I was trying hard with the shading, but it didn’t go so well.	dev
common_voice_ja_20184279.mp3	I did really well on yesterday’s test.	dev
common_voice_ja_20184280.mp3	If you look at the image from the man-made satellite, you can see that water has overflown from the lakes and swamps.	dev
common_voice_ja_20184285.mp3	Don’t look down on the poor.	dev
common_voice_ja_20184287.mp3	When water freezes and becomes a solid it is known as ice.	dev
common_voice_ja_20184288.mp3	She smiled at me and cheered me up.	dev
common_voice_ja_20184289.mp3	Everyone has their strengths and weaknesses.	dev
common_voice_ja_20184290.mp3	They are still only 14 years old, but I heard that they have stood on Japan’s stage so many times that they are fluent in Japanese.	dev
common_voice_ja_20184293.mp3	Which do you want to eat, Yamada?	dev
common_voice_ja_20184294.mp3	She doubted her husband’s abilities.	dev
common_voice_ja_20184295.mp3	You must read the question thoroughly before you write your answers.	dev
common_voice_ja_20184296.mp3	I need to buy eight souvenirs.	dev
common_voice_ja_20184297.mp3	When she heard the tragic news, she broke down in tears.	dev
common_voice_ja_20184302.mp3	Reading literature feeds the mind.	dev
common_voice_ja_20184303.mp3	The product arrived in good condition.	dev
common_voice_ja_20184304.mp3	There are a lot of colds going around.	dev
common_voice_ja_20184305.mp3	She went to France to research art.	dev
common_voice_ja_20184306.mp3	For dinner, everyone gets together and eats beef teppanyaki and sashimi.	dev
common_voice_ja_20184312.mp3	As my husband’s parents lived close to my own, it wasn’t a far enough distance to warrant hiring a car.	dev
common_voice_ja_20184313.mp3	My notebook is in my bag.	dev
common_voice_ja_20184314.mp3	Sending a letter by surface mail takes a really long time.	dev
common_voice_ja_20184315.mp3	As long as her husband was alive, she wanted for nothing.	dev
common_voice_ja_20184316.mp3	I will eat a thick piece of meat.	dev
common_voice_ja_20184317.mp3	The problem is with irregularities in voting and counting ballots.	dev
common_voice_ja_20184318.mp3	She felt sleepy after dinner.	dev
common_voice_ja_20184319.mp3	What a cantankerous ass!	dev
common_voice_ja_20184320.mp3	She was left brokenhearted.	dev
common_voice_ja_20184321.mp3	We all sing songs together.	dev
common_voice_ja_20184322.mp3	The patient was rushed to the hospital in an ambulance.	dev
common_voice_ja_20184323.mp3	Dad hardly ever smokes.	dev
common_voice_ja_20184324.mp3	These socks are cheap and long-lasting.	dev
common_voice_ja_20184326.mp3	She walked the tightrope without a net.	dev
common_voice_ja_20184327.mp3	I’m sorry. I can’t stay long.	dev
common_voice_ja_20184328.mp3	My business was ruined by the recession.	dev
common_voice_ja_20184329.mp3	She holds dear the memory of her husband.	dev
common_voice_ja_20184330.mp3	Many homemakers complain if prices are high.	dev
common_voice_ja_20184331.mp3	All you can do is look straight ahead of you and take one step at a time.	dev
common_voice_ja_20184332.mp3	You can’t fail to be moved by that scene.	dev
common_voice_ja_20184333.mp3	She is extremely busy.	dev
common_voice_ja_20184334.mp3	The injured soldier could barely walk.	dev
common_voice_ja_20184335.mp3	After dinner, she left the table.	dev
common_voice_ja_20184336.mp3	She was fed up with the ungainly animal.	dev
common_voice_ja_20184337.mp3	Fill the bottle right up to the top so no air will get in.	dev
common_voice_ja_20184338.mp3	It is so itchy and painful that I can’t sleep at night.	dev
common_voice_ja_20184339.mp3	She cleared away her sewing and stood up.	dev
common_voice_ja_20184340.mp3	The classroom next door fits 100 people.	dev
common_voice_ja_20184341.mp3	She was so scared that she couldn’t speak.	dev
common_voice_ja_20184342.mp3	It is so busy at work that I have no time to enjoy myself.	dev
common_voice_ja_20184343.mp3	She will be able to leave the hospital next week, won't she?	dev
common_voice_ja_20184344.mp3	Their face brightened up.	dev
common_voice_ja_20184345.mp3	I’ve had enough of physics!	dev
common_voice_ja_20184346.mp3	It is cheaper to buy in bulk.	dev
common_voice_ja_20184352.mp3	She spoke with tears in her eyes.	dev
common_voice_ja_20184353.mp3	I concerned with a world where things change so slowly.	dev
common_voice_ja_20184354.mp3	Father gently held mother close to him.	dev
common_voice_ja_20184355.mp3	Cut the fabric diagonally.	dev
common_voice_ja_20184356.mp3	I can’t hear!	dev
common_voice_ja_20184357.mp3	This is a thick pen.	dev
common_voice_ja_20184358.mp3	I understood what she was said.	dev
common_voice_ja_20184359.mp3	I started learning tea ceremony in secret a year ago.	dev
common_voice_ja_20184360.mp3	“I can’t think with that noise!” she said staring at the typewriter.	dev
common_voice_ja_20184361.mp3	The questions are written on page 15.	dev
common_voice_ja_20184362.mp3	Oh, I’m so sorry!	dev
common_voice_ja_20184363.mp3	I heard my manager bought a really high spec machine.	dev
common_voice_ja_20184364.mp3	A wise statesman shouldn’t purposely make things complicated.	dev
common_voice_ja_20184365.mp3	I want to travel all around Japan.	dev
common_voice_ja_20184366.mp3	This is my older brother. He’s pretty cool, right?	dev
common_voice_ja_19485242.mp3	Don’t use the knife. It’s dangerous.	dev
common_voice_ja_19485243.mp3	I didn’t remember that person.	dev
common_voice_ja_19485244.mp3	I sent a telegram to say she was coming.	dev
common_voice_ja_19485245.mp3	We can go together if necessary.	dev
common_voice_ja_19485246.mp3	Yamada is usually full of life, but he is really quiet today.	dev
common_voice_ja_19485247.mp3	Despite much talk about the recession, it seems that a record number of people are traveling abroad this Golden week.	dev
common_voice_ja_19485248.mp3	I have never seen a night as beautiful as this in my life.	dev
common_voice_ja_19485249.mp3	Humanism lives on in the work of this producer which illustrates courage in the face of adversity.	dev
common_voice_ja_19485250.mp3	I read Matsui’s composition.	dev
common_voice_ja_19485251.mp3	The Russian tea tasted great with lots of jam in it.	dev
common_voice_ja_19485252.mp3	See things as they really are.	dev
common_voice_ja_19485253.mp3	She was grateful for our help.	dev
common_voice_ja_19485254.mp3	Many diseases start with a cold.	dev
common_voice_ja_19485255.mp3	Don’t play catch indoors!	dev
common_voice_ja_19485256.mp3	It’s just the tip of the iceberg.	dev
common_voice_ja_19492758.mp3	My father is really angry with me.	dev
common_voice_ja_19492759.mp3	There is a high tendency for inactive children to become locked in their imagination.	dev
common_voice_ja_19492760.mp3	She is knitting a woolen sweater.	dev
common_voice_ja_19492761.mp3	The lights in this room don’t work.	dev
common_voice_ja_19492762.mp3	Use her as your secretary.	dev
common_voice_ja_19492763.mp3	I will follow you wherever you go!	dev
common_voice_ja_19492764.mp3	Hmm. I don’t really understand.	dev
common_voice_ja_19492765.mp3	Isn’t it good to enjoy a glass of something other than beer once in a while?	dev
common_voice_ja_19492766.mp3	Kobayashi’s brother plays soccer.	dev
common_voice_ja_19492767.mp3	He went white as a sheet the moment he saw her.	dev
common_voice_ja_19492768.mp3	I studied English in America for three months.	dev
common_voice_ja_19492769.mp3	That’s your glass.	dev
common_voice_ja_19492770.mp3	My little brother will be twelve next month.	dev
common_voice_ja_19492771.mp3	Categories of people related to areas such as computer games manufacturers and industry bodies	dev
common_voice_ja_19492772.mp3	I’m broke!	dev
common_voice_ja_19492773.mp3	Make sure you give them this letter.	dev
common_voice_ja_19492774.mp3	She bought her younger sister a dictionary.	dev
common_voice_ja_19492775.mp3	Dad agreed to me dropping out of school.	dev
common_voice_ja_19492776.mp3	I was tired yesterday, so I fell asleep really quickly.	dev
common_voice_ja_19492777.mp3	Dollar peg means to fix a currency to a strong country.	dev
common_voice_ja_19499816.mp3	I really hate grammar, but it is useful.	dev
common_voice_ja_19499817.mp3	Dad shot me an angry look.	dev
common_voice_ja_19499818.mp3	My dad plays golf, but he is not very good.	dev
common_voice_ja_19499819.mp3	They took the casualty in an ambulance.	dev
common_voice_ja_19499820.mp3	When I go out, I always have a handkerchief with me.	dev
common_voice_ja_19500870.mp3	Would you mind helping me with the cleaning?	dev
common_voice_ja_19500871.mp3	Dad is coming home at the beginning of next month.	dev
common_voice_ja_19500872.mp3	Next time, I’ll switch and try to focus on the black section.	dev
common_voice_ja_19500873.mp3	She takes after her mother.	dev
common_voice_ja_19500874.mp3	She was raised by her grandmother.	dev
common_voice_ja_19500895.mp3	I got up late this morning because I was tired last night.	dev
common_voice_ja_19500896.mp3	Next week, my friend and I are going on a jaunt to Tokyo.	dev
common_voice_ja_19500897.mp3	My dad doted on me as much as my mother did.	dev
common_voice_ja_19500898.mp3	Kobayashi hadn’t heard about that restaurant.	dev
common_voice_ja_19500899.mp3	She is a show-off.	dev
common_voice_ja_19500920.mp3	The noise woke her up.	dev
common_voice_ja_19500921.mp3	She went against her parents’ wishes marrying that foreigner.	dev
common_voice_ja_19500922.mp3	Even though my dad is stubborn, he does not show prejudice like that.	dev
common_voice_ja_19500923.mp3	I have dinner, take a bath then go to bed.	dev
common_voice_ja_19500924.mp3	Why?	dev
common_voice_ja_19500965.mp3	Dad takes a bath before dinner.	dev
common_voice_ja_19500966.mp3	That which is seamless, natural, and simple provides serenity.	dev
common_voice_ja_19500967.mp3	Father is working as a trader.	dev
common_voice_ja_19500968.mp3	The tired young boy sleeps soundly.	dev
common_voice_ja_19500969.mp3	Ken, the graduate student went to America last year.	dev
common_voice_ja_19502603.mp3	House prices in Japan saw an abnormally sudden spike.	dev
common_voice_ja_19502604.mp3	Please roll up your futon.	dev
common_voice_ja_19502605.mp3	She talked while walking.	dev
common_voice_ja_19502606.mp3	There is a park in front of the house.	dev
common_voice_ja_19502607.mp3	The wind and the rain ruined our trip.	dev
common_voice_ja_19502621.mp3	Possessions included a bowl, a change of underwear, a towel, and toiletries.	dev
common_voice_ja_19502624.mp3	She comes from a good family.	dev
common_voice_ja_19502625.mp3	The Japanese talk only about the difficulty of withdrawing without considering the injured Chinese.	dev
common_voice_ja_19502626.mp3	The patient is still stable.	dev
common_voice_ja_19502627.mp3	Sometimes the atmosphere becomes a little tense.	dev
common_voice_ja_19507423.mp3	Also, if you are free, I would like to invite you to dinner that evening.	dev
common_voice_ja_19507424.mp3	She was jealous of her neighbor’s good fortune.	dev
common_voice_ja_19507425.mp3	She covered her face with both hands.	dev
common_voice_ja_19507426.mp3	Prices were on the rise.	dev
common_voice_ja_19507427.mp3	Anyone of average intelligence should understand that.	dev
common_voice_ja_19507428.mp3	She achieved her target.	dev
common_voice_ja_19507429.mp3	She is charming.	dev
common_voice_ja_19507430.mp3	It is not that I don’t want to see people, I’m just tired.	dev
common_voice_ja_19507431.mp3	The soldiers arrived at the bottom of the hill before dawn.	dev
common_voice_ja_19507432.mp3	There is a baseball game the day after tomorrow.	dev
common_voice_ja_19507433.mp3	I will teach Kimura English.	dev
common_voice_ja_19507434.mp3	She always lived on her own after her husband died.	dev
common_voice_ja_19507435.mp3	I’ll go for a walk in the park then go home.	dev
common_voice_ja_19507436.mp3	Beef is the most expensive meat.	dev
common_voice_ja_19507437.mp3	She is gaining weight.	dev
common_voice_ja_19507438.mp3	Put the things you don't use on top of the bookcase.	dev
common_voice_ja_19507439.mp3	There are many beautiful cities in Japan such as Kyoto and Nara.	dev
common_voice_ja_19507440.mp3	As the number of obstetricians continues to fall, obstetric care finds itself in crisis,	dev
common_voice_ja_19507441.mp3	This bag is big and heavy.	dev
common_voice_ja_19507442.mp3	Thank you very much.	dev
common_voice_ja_19507443.mp3	Speak out against injustice!	dev
common_voice_ja_19507444.mp3	A committee was formed to investigate the prices.	dev
common_voice_ja_19507445.mp3	Tokyo Midtown has plenty of greenery.	dev
common_voice_ja_19507446.mp3	Father often goes to America on business.	dev
common_voice_ja_19507447.mp3	I don’t like sport.	dev
common_voice_ja_19507448.mp3	She picked many beautiful flowers.	dev
common_voice_ja_19507449.mp3	Hayashi works at a computer company.	dev
common_voice_ja_19507450.mp3	She entered the room.	dev
common_voice_ja_19507451.mp3	What did you get her for Christmas?	dev
common_voice_ja_19507452.mp3	She studied foreign languages after dinner.	dev
common_voice_ja_19507453.mp3	Come and visit whenever you need to.	dev
common_voice_ja_19507454.mp3	Prices are rising.	dev
common_voice_ja_19507455.mp3	All of the soldiers were brave.	dev
common_voice_ja_19507456.mp3	She is as beautiful as her younger sister.	dev
common_voice_ja_19507457.mp3	Don't knock it until you've tried it.	dev
common_voice_ja_19507458.mp3	Are we humans alone in this vast universe?	dev
common_voice_ja_19507459.mp3	Please check whether you have turned out the lights when you leave the room.	dev
common_voice_ja_19507460.mp3	It was the summer holiday before my entrance exams, but I spend the whole time with my head in my books.	dev
common_voice_ja_19507461.mp3	Tanaka asked Kobayashi to do some work for him.	dev
common_voice_ja_19507462.mp3	It is terrible that people have the mindset to take advantage of the confusion in a crowd and use the situation for their own ends.	dev
common_voice_ja_19507463.mp3	Dad used to have excellent physical strength.	dev
common_voice_ja_19507464.mp3	Is it your business to know what everyone is into?	dev
common_voice_ja_19507465.mp3	There are a lot of them.	dev
common_voice_ja_19507466.mp3	I went to Karaoke last night, but I didn’t sing much.	dev
common_voice_ja_19507467.mp3	She ran off with the eggs.	dev
common_voice_ja_19507468.mp3	Grandma’s ashes are in an urn at the temple.	dev
common_voice_ja_19507469.mp3	There is a small girl over there.	dev
common_voice_ja_19507470.mp3	I think that all of my efforts to save her will be for nothing.	dev
common_voice_ja_19507471.mp3	She hid her sadness.	dev
common_voice_ja_19507472.mp3	Can you hear?	dev
common_voice_ja_19507473.mp3	Is this the man who was introduced as an up and coming scholar in the newspaper?	dev
common_voice_ja_19507474.mp3	The change in leadership will have a significant influence on the international political economy.	dev
common_voice_ja_19507475.mp3	I go for a walk every morning.	dev
common_voice_ja_19507476.mp3	Prices continue to rise.	dev
common_voice_ja_19507477.mp3	I was taught how to cook by my mum.	dev
common_voice_ja_19507483.mp3	Is it the front or the back?	dev
common_voice_ja_19507484.mp3	She took care of her father until he died.	dev
common_voice_ja_19507485.mp3	Tanaka’s car is big and white.	dev
common_voice_ja_19507486.mp3	You must take your hat off when you are around ladies.	dev
common_voice_ja_19507487.mp3	I don’t think she is well. She has a fever.	dev
common_voice_ja_19507488.mp3	I helped dad water the plants.	dev
common_voice_ja_19507489.mp3	It took over a month for my cold to clear up.	dev
common_voice_ja_19507490.mp3	It turns out they didn’t appreciate me going to see them in the hospital.	dev
common_voice_ja_19507491.mp3	How much is this pen?	dev
common_voice_ja_19507492.mp3	The staff decided to send each of their seniors a brooch.	dev
common_voice_ja_19507497.mp3	The wind is blowing incredibly fiercely.	dev
common_voice_ja_19507498.mp3	Dad often washes the dishes.	dev
common_voice_ja_19507499.mp3	This room is very expensive.	dev
common_voice_ja_19507500.mp3	My father is in the same car as Mr. Kimura.	dev
common_voice_ja_19507501.mp3	Don't do things by halves!	dev
common_voice_ja_19507512.mp3	We have no choice but to protest against injustice.	dev
common_voice_ja_19507513.mp3	My younger sister still has a fever today so I’m worried.	dev
common_voice_ja_19507514.mp3	She spends most of her money on clothes.	dev
common_voice_ja_19507515.mp3	I will put a few words together without giving a full speech.	dev
common_voice_ja_19507516.mp3	She hinted that she might study abroad.	dev
common_voice_ja_19507522.mp3	She nursed her sick child throughout the night.	dev
common_voice_ja_19507523.mp3	It is God the only Son, who is close to the Father’s heart, who has made him known.	dev
common_voice_ja_19507524.mp3	Several pictures hung on the wall.	dev
common_voice_ja_19507525.mp3	My father’s way of thinking is a little behind the times.	dev
common_voice_ja_19507526.mp3	Yamada’s father is a doctor.	dev
common_voice_ja_19507527.mp3	From what I have heard, it seems their marriage is falling apart.	dev
common_voice_ja_19507528.mp3	Kawaribina dolls are illustrations of current society.	dev
common_voice_ja_19507529.mp3	Prices are higher than Mount McKinley.	dev
common_voice_ja_19507530.mp3	They have endured a great deal of suffering.	dev
common_voice_ja_19507531.mp3	I take sugar in my coffee.	dev
common_voice_ja_19507532.mp3	She saw a ghost and her hair stood on end.	dev
common_voice_ja_19507533.mp3	There are rows of shops there.	dev
common_voice_ja_19507534.mp3	She calmed him and made him feel better.	dev
common_voice_ja_19507536.mp3	My father has just arrived home.	dev
common_voice_ja_19507537.mp3	If you go that way, there is a bank and a post office.	dev
common_voice_ja_19507538.mp3	I am having dinner with a friend tonight.	dev
common_voice_ja_19507539.mp3	It was his silence that angered her.	dev
common_voice_ja_19507540.mp3	How many do you have?	dev
common_voice_ja_19507541.mp3	Dad smokes a lot.	dev
